model_name,sample_idx,method,tree_idx,tree,num_contexts,likelihood,opt,opt_idx
model1,0,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3415.2851186334315,0,7
model1,0,smc,1,00000 000010 000100 001000 001010 1 10000 100010 10010 100100 10100 101000 101010,13,-3415.2895134745313,0,7
model1,0,smc,2,00000 000010 001000 001010 1 100 10000 100010 10010 101000 101010,11,-3415.5573559397367,0,7
model1,0,smc,3,00000 000010 001000 1 100 10000 100010 10010 1010 101000,10,-3415.5995996962583,0,7
model1,0,smc,4,00000 000010 1 100 1000 10000 100010 10010 1010,9,-3415.8047331839184,0,7
model1,0,smc,5,00000 00010 1 100 1000 10000 10010 1010,8,-3416.171363819947,0,7
model1,0,smc,6,00000 1 10 100 1000 10000,6,-3417.4615335302833,0,7
model1,0,smc,7,00 1 10,3,-3421.327998187772,1,7
model1,0,smc,8,0 1,2,-3442.73873553437,0,7
model1,1,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3449.04894444213,0,6
model1,1,smc,1,000000 00010 000100 001000 001010 1 10000 100000 10010 100100 10100 101000 101010,13,-3449.051998635271,0,6
model1,1,smc,2,000000 00010 00100 001000 001010 1 10000 100000 10010 10100 101000 101010,12,-3449.132229819346,0,6
model1,1,smc,3,000000 00010 001000 001010 1 100 10000 100000 10010 101000 101010,11,-3449.532314657047,0,6
model1,1,smc,4,000000 001000 1 10 100 10000 100000 101000,8,-3451.024461774363,0,6
model1,1,smc,5,0000 001000 1 10 100 101000,6,-3452.8346541744677,0,6
model1,1,smc,6,00 1 10,3,-3455.727746618536,1,6
model1,1,smc,7,0 1,2,-3495.3437043984977,0,6
model1,2,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3459.0320424723914,0,7
model1,2,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3459.056956605671,0,7
model1,2,smc,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-3459.1649710551933,0,7
model1,2,smc,3,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-3459.392682933911,0,7
model1,2,smc,4,000000 0010 1 100 1000 10000 100000 1010,8,-3459.746436604365,0,7
model1,2,smc,5,0000 0010 1 100 1000 1010,6,-3461.114542435199,0,7
model1,2,smc,6,0000 1 10 100 1000,5,-3461.857819623764,0,7
model1,2,smc,7,000 1 10 100,4,-3463.1972597844483,1,7
model1,2,smc,8,00 1 10,3,-3468.8614821603323,0,7
model1,2,smc,9,0 1,2,-3492.2663320904776,0,7
model1,3,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3367.2294823324023,0,6
model1,3,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3367.37568845115,0,6
model1,3,smc,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-3367.59769202757,0,6
model1,3,smc,3,000000 000100 1 10 1000 10000 100000 100100 10100,9,-3369.3594823010535,0,6
model1,3,smc,4,000 000100 1 10 100100 10100,6,-3370.7710129239886,0,6
model1,3,smc,5,000 00100 1 10 10100,5,-3371.375528146271,0,6
model1,3,smc,6,000 1 10 100,4,-3374.1503083561856,1,6
model1,3,smc,7,00 1 10,3,-3376.558373386181,0,6
model1,3,smc,8,0 1,2,-3405.8904053093315,0,6
model1,4,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3332.339189019077,0,6
model1,4,smc,1,000000 000010 000100 001010 1 1000 10000 100000 100010 10010 100100 10100 101010,13,-3332.3680992926083,0,6
model1,4,smc,2,000000 000010 001010 1 100 1000 10000 100000 100010 10010 101010,11,-3332.4522331013386,0,6
model1,4,smc,3,000000 0010 001010 1 100 1000 10000 100000 101010,9,-3332.855876882747,0,6
model1,4,smc,4,000000 1 10 100 1000 10000 100000,7,-3333.831918169631,0,6
model1,4,smc,5,000 1 10 100,4,-3335.69269317756,0,6
model1,4,smc,6,00 1 10,3,-3337.2846172305476,1,6
model1,4,smc,7,0 1,2,-3359.08191089348,0,6
model1,5,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3356.1396969459083,0,8
model1,5,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3356.185320326124,0,8
model1,5,smc,2,000000 000010 000100 1 1000 10000 100000 100010 10010 100100 1010 10100,12,-3356.252790219624,0,8
model1,5,smc,3,000000 00010 000100 1 1000 10000 100000 10010 100100 1010 10100,11,-3356.338084729539,0,8
model1,5,smc,4,000000 00010 00100 1 1000 10000 100000 10010 1010 10100,10,-3356.633965267944,0,8
model1,5,smc,5,000000 00100 1 10 1000 10000 100000 10100,8,-3357.9917993760037,0,8
model1,5,smc,6,00000 00100 1 10 1000 10000 10100,7,-3358.6893005885186,0,8
model1,5,smc,7,00000 1 10 100 1000 10000,6,-3360.9685937489817,0,8
model1,5,smc,8,000 1 10 100,4,-3365.667744145486,1,8
model1,5,smc,9,00 1 10,3,-3368.24657188691,0,8
model1,5,smc,10,0 1,2,-3398.109264877642,0,8
model1,6,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3395.0056979554465,0,8
model1,6,smc,1,000000 000010 00100 001000 001010 1 10000 100000 100010 10010 10100 101000 101010,13,-3395.014662826217,0,8
model1,6,smc,2,000000 000010 001000 001010 1 100 10000 100000 100010 10010 101000 101010,12,-3395.3881344686934,0,8
model1,6,smc,3,0000 000010 001000 001010 1 100 100010 10010 101000 101010,10,-3395.779306444758,0,8
model1,6,smc,4,000 000010 001010 1 100 100010 10010 101010,8,-3396.2601633126174,0,8
model1,6,smc,5,000 000010 1 100 100010 10010 1010,7,-3396.6061595617566,0,8
model1,6,smc,6,000 00010 1 100 10010 1010,6,-3396.963859848356,0,8
model1,6,smc,7,000 1 10 100,4,-3398.7592840866787,0,8
model1,6,smc,8,00 1 10,3,-3402.018238272127,1,8
model1,6,smc,9,0 1,2,-3436.0614801134634,0,8
model1,7,smc,0,000000 000010 000100 001000 001010 1 10000 100000 100010 10010 100100 10100 101000 101010,14,-3312.8740752170784,0,5
model1,7,smc,1,000000 000010 000100 001000 1 10000 100000 100010 10010 100100 1010 10100 101000,13,-3313.1002826768768,0,5
model1,7,smc,2,000000 000010 001000 1 100 10000 100000 100010 10010 1010 101000,11,-3313.6810557257954,0,5
model1,7,smc,3,000000 000010 1 100 1000 10000 100000 100010 10010 1010,10,-3314.0125694155695,0,5
model1,7,smc,4,000000 1 10 100 1000 10000 100000,7,-3316.0330269289166,0,5
model1,7,smc,5,000 1 10 100,4,-3322.8469521273446,1,5
model1,7,smc,6,00 1 10,3,-3327.340769462556,0,5
model1,7,smc,7,0 1,2,-3354.4405229091185,0,5
